raceId,year,round,circuitId,name,url,date & time
1010,2019,1,1,Australian Grand Prix,http://en.wikipedia.org/wiki/2019_Australian_Grand_Prix,2019-03-17 05:10:00
1011,2019,2,3,Bahrain Grand Prix,http://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix,2019-03-31 15:10:00
1012,2019,3,17,Chinese Grand Prix,http://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,2019-04-14 06:10:00
1013,2019,4,73,Azerbaijan Grand Prix,http://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix,2019-04-28 12:10:00
1014,2019,5,4,Spanish Grand Prix,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix,2019-05-12 13:10:00
1015,2019,6,6,Monaco Grand Prix,http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix,2019-05-26 13:10:00
1016,2019,7,7,Canadian Grand Prix,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix,2019-06-09 18:10:00
1017,2019,8,34,French Grand Prix,http://en.wikipedia.org/wiki/2019_French_Grand_Prix,2019-06-23 13:10:00
1018,2019,9,70,Austrian Grand Prix,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix,2019-06-30 13:10:00
1019,2019,10,9,British Grand Prix,http://en.wikipedia.org/wiki/2019_British_Grand_Prix,2019-07-14 13:10:00
1020,2019,11,10,German Grand Prix,http://en.wikipedia.org/wiki/2019_German_Grand_Prix,2019-07-28 13:10:00
1021,2019,12,11,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix,2019-08-04 13:10:00
1022,2019,13,13,Belgian Grand Prix,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix,2019-09-01 13:10:00
1023,2019,14,14,Italian Grand Prix,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix,2019-09-08 13:10:00
1024,2019,15,15,Singapore Grand Prix,http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix,2019-09-22 12:10:00
1025,2019,16,71,Russian Grand Prix,http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix,2019-09-29 11:10:00
1026,2019,17,22,Japanese Grand Prix,http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix,2019-10-13 05:10:00
1027,2019,18,32,Mexican Grand Prix,http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix,2019-10-27 19:10:00
1028,2019,19,69,United States Grand Prix,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix,2019-11-03 19:10:00
1029,2019,20,18,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,2019-11-17 17:10:00
1030,2019,21,24,Abu Dhabi Grand Prix,http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix,2019-12-01 13:10:00
